Server,Client,Vehicle,Map,Simulation time,Speed,Compass,Accelero,Gyroscop,Location,GNSS,Height,Throttle,Steer,Brake,Reverse,Hand brake,Manual
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,138° SE,"(  1.3,  1.0,  9.7)","( -2.6,  0.1, 22.2)","(-49.9, -17.1)","( 42.000147,  1.999405)",-0 m,0.22,0.39,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,138° SE,"(  1.3,  1.0,  9.7)","( -2.6,  0.1, 22.2)","(-49.9, -17.1)","( 42.000147,  1.999405)",-0 m,0.22,0.39,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,139° SE,"( -2.2,  0.2,  9.8)","( -2.5,  0.2, 22.3)","(-49.9, -17.1)","( 42.000147,  1.999405)",-0 m,0.16,0.39,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,139° SE,"(  1.4,  0.9,  9.8)","( -2.4,  0.1, 21.7)","(-49.8, -17.1)","( 42.000147,  1.999406)",-0 m,0.25,0.39,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,139° SE,"(  1.5,  0.9,  9.8)","( -2.3,  0.1, 21.2)","(-49.8, -17.0)","( 42.000146,  1.999406)",-0 m,0.19,0.38,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,139° SE,"( -2.3,  0.3,  9.8)","( -2.2,  0.2, 21.3)","(-49.8, -17.0)","( 42.000146,  1.999406)",-0 m,0.22,0.37,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,140° SE,"(  1.5,  0.8,  9.8)","( -2.1,  0.1, 20.8)","(-49.8, -17.0)","( 42.000145,  1.999406)",-0 m,0.30,0.37,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,140° SE,"( -2.2,  0.3,  9.8)","( -2.0,  0.2, 20.9)","(-49.8, -16.9)","( 42.000145,  1.999406)",-0 m,0.24,0.37,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,140° SE,"(  1.6,  0.8,  9.8)","( -1.9,  0.1, 20.3)","(-49.7, -16.9)","( 42.000145,  1.999406)",-0 m,0.32,0.36,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,140° SE,"( -2.1,  0.3,  9.8)","( -1.8,  0.2, 20.4)","(-49.7, -16.9)","( 42.000145,  1.999407)",-0 m,0.26,0.36,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,140° SE,"( -0.0, -1.2, 12.1)","( -0.5,  1.0, 21.1)","(-49.7, -16.8)","( 42.000144,  1.999407)",-0 m,0.34,0.36,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,141° SE,"(  0.7, -2.6,  2.8)","( -4.8, -1.5, 20.8)","(-49.7, -16.8)","( 42.000144,  1.999407)",-0 m,0.33,0.35,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,141° SE,"(  1.0,  2.3, 10.2)","( -4.3, -1.5, 20.1)","(-49.7, -16.8)","( 42.000144,  1.999407)",-0 m,0.38,0.35,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,141° SE,"( -2.0,  1.3, 10.2)","( -3.9, -1.3, 20.0)","(-49.7, -16.7)","( 42.000143,  1.999407)",-0 m,0.39,0.34,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,141° SE,"( -2.0,  0.8, 10.2)","( -3.2, -1.1, 19.5)","(-49.6, -16.7)","( 42.000143,  1.999407)",-0 m,0.32,0.34,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,142° SE,"(  2.0,  1.5,  9.6)","( -2.5, -1.3, 18.9)","(-49.6, -16.7)","( 42.000143,  1.999408)",-0 m,0.39,0.33,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,142° SE,"( -2.0,  0.6, 10.2)","( -2.2, -1.1, 19.0)","(-49.6, -16.6)","( 42.000142,  1.999408)",-0 m,0.32,0.33,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,142° SE,"(  1.9,  1.0, 10.1)","( -1.9, -1.1, 18.5)","(-49.6, -16.6)","( 42.000142,  1.999408)",-0 m,0.39,0.33,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,142° SE,"( -1.9,  0.4, 10.2)","( -1.6, -0.9, 18.6)","(-49.6, -16.6)","( 42.000142,  1.999408)",-0 m,0.32,0.32,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,142° SE,"(  1.9,  0.9, 10.1)","( -1.4, -0.9, 18.1)","(-49.6, -16.6)","( 42.000142,  1.999408)",-0 m,0.38,0.32,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,142° SE,"( -1.8,  0.3, 10.2)","( -1.1, -0.8, 18.3)","(-49.5, -16.5)","( 42.000141,  1.999408)",-0 m,0.31,0.32,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,143° SE,"(  1.9,  0.8, 10.1)","( -0.9, -0.7, 17.7)","(-49.5, -16.5)","( 42.000141,  1.999408)",-0 m,0.37,0.31,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,143° SE,"( -1.8,  0.3, 10.2)","( -0.7, -0.6, 17.9)","(-49.5, -16.5)","( 42.000141,  1.999409)",-0 m,0.30,0.31,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,143° SE,"(  2.0,  0.7, 10.1)","( -0.4, -0.6, 17.4)","(-49.5, -16.4)","( 42.000140,  1.999409)",-0 m,0.36,0.31,0.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,143° SE,"( -1.7,  0.2, 10.1)","( -0.2, -0.5, 17.6)","(-49.5, -16.4)","( 42.000140,  1.999409)",-0 m,0.29,0.30,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,144° SE,"(  1.9,  0.8, 10.1)","( -0.0, -0.4, 17.1)","(-49.5, -16.4)","( 42.000140,  1.999409)",-0 m,0.35,0.30,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,144° SE,"( -1.7,  0.1, 10.1)","(  0.1, -0.3, 17.3)","(-49.5, -16.4)","( 42.000140,  1.999409)",-0 m,0.27,0.30,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,144° SE,"(  2.0,  0.7, 10.0)","(  0.3, -0.3, 16.8)","(-49.4, -16.3)","( 42.000139,  1.999409)",-0 m,0.33,0.30,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,144° SE,"( -1.7,  0.2, 10.1)","(  0.5, -0.2, 17.0)","(-49.4, -16.3)","( 42.000139,  1.999410)",-0 m,0.26,0.29,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,144° SE,"( -1.7,  0.2, 10.1)","(  0.8, -0.1, 16.6)","(-49.4, -16.3)","( 42.000139,  1.999410)",-0 m,0.32,0.29,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,145° SE,"(  1.9,  0.6, 10.0)","(  0.9, -0.1, 16.1)","(-49.4, -16.2)","( 42.000138,  1.999410)",-0 m,0.31,0.28,0.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,145° SE,"( -2.2,  0.1, 10.0)","(  1.0,  0.1, 16.3)","(-49.4, -16.2)","( 42.000138,  1.999410)",-0 m,0.00,0.28,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,145° SE,"(  1.6,  0.6, 10.0)","(  1.1,  0.0, 15.8)","(-49.3, -16.2)","( 42.000138,  1.999410)",-0 m,0.00,0.28,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,145° SE,"( -3.0, -0.0, 10.0)","(  1.2,  0.2, 16.0)","(-49.3, -16.1)","( 42.000138,  1.999410)",-0 m,0.00,0.28,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,145° SE,"(  1.1,  0.5, 10.0)","(  1.3,  0.2, 15.4)","(-49.3, -16.1)","( 42.000137,  1.999411)",-0 m,0.00,0.27,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,145° SE,"( -3.9, -0.1, 10.0)","(  1.3,  0.3, 15.6)","(-49.3, -16.1)","( 42.000137,  1.999411)",-0 m,0.00,0.27,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,12 km/h,145° SE,"(  0.5,  0.3,  9.9)","(  1.4,  0.4, 14.9)","(-49.3, -16.0)","( 42.000137,  1.999411)",-0 m,0.00,0.27,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,11 km/h,146° SE,"( -0.2,  0.4,  9.9)","(  1.4,  0.5, 14.4)","(-49.3, -16.0)","( 42.000136,  1.999411)",-0 m,0.00,0.26,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,11 km/h,146° SE,"( -0.2,  0.4,  9.9)","(  1.4,  0.5, 14.4)","(-49.3, -16.0)","( 42.000136,  1.999411)",-0 m,0.00,0.26,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,11 km/h,146° SE,"( -5.4, -0.4, 10.0)","(  1.4,  0.7, 14.6)","(-49.2, -16.0)","( 42.000136,  1.999411)",-0 m,0.00,0.26,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,11 km/h,146° SE,"( -0.7,  0.3,  9.9)","(  1.4,  0.7, 13.8)","(-49.2, -15.9)","( 42.000136,  1.999412)",-0 m,0.00,0.26,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,11 km/h,146° SE,"( -6.2, -0.5, 10.0)","(  1.4,  0.9, 14.0)","(-49.2, -15.9)","( 42.000135,  1.999412)",-0 m,0.00,0.26,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,11 km/h,146° SE,"( -1.3,  0.3,  9.9)","(  1.4,  0.9, 13.2)","(-49.2, -15.9)","( 42.000135,  1.999412)",-0 m,0.00,0.25,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,11 km/h,146° SE,"( -6.8, -0.6, 10.0)","(  1.3,  1.1, 13.4)","(-49.2, -15.9)","( 42.000135,  1.999412)",-0 m,0.00,0.25,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,10 km/h,147° SE,"( -7.5, -0.6,  9.9)","(  1.2,  1.3, 12.8)","(-49.2, -15.8)","( 42.000134,  1.999412)",-0 m,0.00,0.25,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,10 km/h,147° SE,"( -5.3,  0.5,  9.9)","(  1.3,  1.4, 12.7)","(-49.2, -15.8)","( 42.000134,  1.999412)",-0 m,0.00,0.40,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,10 km/h,147° SE,"(-11.2,  0.2, 10.0)","(  1.4,  1.6, 13.8)","(-49.1, -15.8)","( 42.000134,  1.999413)",-0 m,0.00,0.53,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,9 km/h,147° SE,"(-15.3, -1.8, 10.0)","(  1.2,  2.0, 14.2)","(-49.1, -15.7)","( 42.000134,  1.999413)",-0 m,0.00,0.53,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,9 km/h,147° SE,"(-15.6, -0.5, 10.0)","(  1.1,  2.3, 14.8)","(-49.1, -15.7)","( 42.000134,  1.999413)",-0 m,0.00,0.52,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,8 km/h,147° SE,"(-20.5, -0.8, 10.0)","(  1.0,  2.8, 14.0)","(-49.1, -15.7)","( 42.000133,  1.999413)",-0 m,0.00,0.52,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,7 km/h,148° SE,"(-23.1, -1.7, 10.0)","(  0.7,  3.2, 12.3)","(-49.1, -15.7)","( 42.000133,  1.999413)",-0 m,0.00,0.52,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,6 km/h,148° SE,"(-23.0, -2.0,  9.9)","(  0.1,  4.1,  9.4)","(-49.1, -15.6)","( 42.000133,  1.999413)",-0 m,0.00,0.52,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,5 km/h,148° SE,"(-22.9, -2.1,  9.9)","( -0.2,  4.4,  8.1)","(-49.1, -15.6)","( 42.000133,  1.999413)",-0 m,0.00,0.52,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,4 km/h,148° SE,"(-22.6, -2.6,  9.9)","( -0.5,  4.7,  6.7)","(-49.1, -15.6)","( 42.000133,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,3 km/h,148° SE,"(-22.3, -2.9,  9.8)","( -0.9,  4.9,  5.3)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,2 km/h,148° SE,"(-21.7, -3.5,  9.8)","( -1.3,  5.1,  3.8)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,2 km/h,148° SE,"(-20.9, -3.8,  9.7)","( -1.7,  5.3,  2.2)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,2 km/h,148° SE,"(-20.9, -3.8,  9.7)","( -1.7,  5.3,  2.2)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"(-20.4, -4.8,  9.6)","( -2.6,  5.4, -0.1)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"( -0.6,  0.1,  9.5)","( -2.4,  4.9, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"(  0.2,  0.1,  9.5)","( -2.2,  4.3, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"(  0.2,  0.0,  9.5)","( -2.0,  3.8, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"(  0.2,  0.1,  9.5)","( -1.8,  3.3, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"(  0.2,  0.1,  9.5)","( -1.6,  2.8, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"(  0.2,  0.0,  9.6)","( -1.4,  2.3, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"(  0.2, -0.1,  9.5)","( -1.3,  1.8, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"(  0.1,  0.1,  9.5)","( -1.1,  1.4, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"(  0.1, -0.0,  9.5)","( -0.9,  1.0, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:04,0 km/h,148° SE,"(  0.1,  0.0,  9.6)","( -0.6,  0.2, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"(  0.1,  0.0,  9.6)","( -0.5, -0.2, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"(  0.1, -0.0,  9.6)","( -0.3, -0.5, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"(  0.1, -0.0,  9.6)","( -0.2, -0.8, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"(  0.1,  0.0,  9.6)","( -0.0, -1.1, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"(  0.0, -0.0,  9.6)","(  0.1, -1.3, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"(  0.1, -0.0,  9.6)","(  0.2, -1.6, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.0,  0.0,  9.6)","(  0.3, -1.8, -0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"(  0.0, -0.0,  9.6)","(  0.4, -2.0,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.0,  0.0,  9.7)","(  0.5, -2.2,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.0, -0.0,  9.7)","(  0.6, -2.3,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.7)","(  0.7, -2.5,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"(  0.0, -0.1,  9.7)","(  0.8, -2.6,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.7)","(  0.9, -2.7,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.0, -0.0,  9.7)","(  0.9, -2.8,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.0, -0.1,  9.7)","(  1.0, -2.9,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.0, -0.0,  9.7)","(  1.1, -2.9,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.7)","(  1.2, -3.0,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.8)","(  1.2, -3.0,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.8)","(  1.2, -3.0,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.8)","(  1.3, -3.0,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
63 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.8)","(  1.3, -2.9,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.0, -0.0,  9.8)","(  1.3, -2.9,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.8)","(  1.3, -2.8,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.8)","(  1.3, -2.8,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.8)","(  1.3, -2.6,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.8)","(  1.3, -2.6,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.8)","(  1.3, -2.6,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.8)","(  1.3, -2.5,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.8)","(  1.2, -2.3,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
68 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.8)","(  1.2, -2.2,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.9)","(  1.2, -2.1,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.9)","(  1.1, -2.0,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.0, -0.1,  9.9)","(  1.1, -1.9,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.9)","(  1.0, -1.8,  0.0)","(-49.1, -15.6)","( 42.000132,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.9)","(  1.0, -1.6,  0.0)","(-49.1, -15.6)","( 42.000133,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.9)","(  1.0, -1.5,  0.0)","(-49.1, -15.6)","( 42.000133,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.9)","(  0.9, -1.4,  0.0)","(-49.1, -15.6)","( 42.000133,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.9)","(  0.8, -1.2,  0.0)","(-49.1, -15.6)","( 42.000133,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
69 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1, -0.0,  9.9)","(  0.8, -1.1,  0.0)","(-49.1, -15.6)","( 42.000133,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
70 FPS,62 FPS,Mercedes Sprinter,AU,0:01:05,0 km/h,148° SE,"( -0.1,  0.0,  9.9)","(  0.7, -1.0,  0.0)","(-49.1, -15.6)","( 42.000133,  1.999413)",-0 m,0.00,0.51,1.00,False,False,False
